Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response,DVD,BoxOffice,Production,Website
M Squad,1957–1960,Not Rated,20 Sep 1957,43S min,"Crime, Drama, Thriller",N/A,N/A,"Lee Marvin, Paul Newlan, Gail Kobe","The hard-hitting adventures of tough Lieutenant Frank Ballinger, a member of the Chicago Police Department's M Squad, an elite crime-fighting unit.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BNGNlZDAzMWYtY2ZmYy00NGM3LWE4MzMtZDc0NGUxYzZkZDY4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,409,tt0050035,series,3,True,,,,
"Thank You, Next",2024–,TV-MA,09 May 2024,N/A,"Comedy, Drama, Romance",N/A,N/A,"Serenay Sarikaya, Metin Akdülger, Hakan Kurtas","After going through the pain of her first love, which ended in betrayal Leyla Taylan a successful lawyer became the representative of the famous third wife, Tuba Tepelioglu, in a case considered the ""divorce case of the year"".",Turkish,Turkey,1 nomination,https://m.media-amazon.com/images/M/MV5BMmI5YzA0MGQtMDBlZS00ZTJmLWI0ODYtYzZmMzNlNWFhNDUyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"14,506",tt28267514,series,1,True,,,,
Daria,1997–2002,TV-PG,03 Mar 1997,30 min,"Animation, Comedy, Drama",N/A,"Glenn Eichler, Susie Lewis","Tracy Grandstaff, Wendy Hoopes, Julian Rebolledo",A smart and cynical girl goes through teenage life as a proud outsider in a world of mainly idiotic adolescents and condescending adults.,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BZGI5OGJjMjMtOTE4OS00OTlmLTljODQtM2RiMDBjZTQ5ZWZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"27,721",tt0118298,series,5,True,,,,
Muppet Babies,1984–1991,TV-Y,15 Sep 1984,25 min,"Animation, Adventure, Comedy",N/A,"Jim Henson, Jeffrey Scott","Greg Berg, Katie Leigh, Laurie O'Brien","The Muppets, as babies, have adventures with their imaginations inside their nursery.",English,"United States, South Korea, Japan",12 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BZTRlMDFiYjYtMDNlMS00NzNkLThkMzUtMjg0Y2M3OTY2OTQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"5,765",tt0086764,series,8,True,,,,
My Bride Is a Mermaid,2007,TV-MA,01 Apr 2007,1 min,"Animation, Comedy, Fantasy",N/A,Tahiko Kimura,"Todd Haberkorn, Alexis Tipton, John Swasey",A cute mermaid saves Nagasumi from drowning and to avoid the wrath of her yakuza merman father he agrees to marry her.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BY2NmYjk1Y2EtMjNhZi00ZDVjLTg4YzAtZDA5MGY1NGYxMDIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,879,tt1739796,series,1,True,,,,
Return of Ultraman,1971–1972,TV-PG,02 Apr 1971,30 min,"Action, Adventure, Comedy",N/A,N/A,"Jirô Dan, Shunsuke Ikeda, Kô Mitsui","Another being from Nebula M-78, identical to the original Ultraman, combines with car racer-turned-MAT patrol member Hideki Gô, and fights assorted menaces in a frightening new ""Age of Monsters.""",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTkyZjYwMDUtMjQ5Ni00ZTg2LWI0OTctODJhYzZkOTU3MTAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,353,tt0184152,series,1,True,,,,
The Mysterious Benedict Society,2021–2022,TV-PG,25 Jun 2021,1 min,"Action, Adventure, Comedy",N/A,N/A,"Tony Hale, Kristen Schaal, MaameYaa Boafo",A group of gifted orphans are recruited by an eccentric benefactor to go on a secret mission.,English,United States,7 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BYjAwMTNiOWMtY2EzNC00ZGRhLTk1OTUtY2ZlZTA0NzE5OWYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"5,782",tt11875316,series,2,True,,,,
Resurrection: Ertugrul,2014–2019,TV-14,15 Apr 2017,120 min,"Action, Adventure, Drama",N/A,Mehmet Bozdag,"Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.","Turkish, Arabic",Turkey,14 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BOGI3NzE1ZWMtMDNlNS00MGFkLTk1OGQtNDFhNTEzNjU3MTRiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"40,508",tt4320258,series,5,True,,,,
StartUp,2016–2018,Not Rated,06 Sep 2016,44 min,"Crime, Thriller",N/A,Ben Ketai,"Adam Brody, Edi Gathegi, Otmara Marrero","A desperate banker, a Haitian-American gang lord and a Cuban-American hacker are forced to work together to unwittingly create their version of the American dream - organized crime 2.0.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTAxNTIwNzE5MTJeQTJeQWpwZ15BbWU4MDE2NDQ2MTMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"30,571",tt5028002,series,3,True,,,,
Weird Science,1985,PG-13,02 Aug 1985,94 min,"Comedy, Romance, Sci-Fi",John Hughes,"John Hughes, Al Feldstein, William M. Gaines","Anthony Michael Hall, Ilan Mitchell-Smith, Kelly LeBrock","Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYjI2N2Q4ZjEtZjMyNC00MDM5LTkxZTQtNzA4MTE1ZGQyYTgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.6,"99,780",tt0090305,movie,,True,N/A,"$23,834,048",N/A,N/A
Campfire Cooking in Another World with My Absurd Skill,2023,TV-14,11 Jan 2023,N/A,"Animation, Adventure, Comedy",N/A,N/A,"Yuma Uchida, Satoshi Hino, Aaron Campbell","Tsuyoshi Mukouda is transported to a fantasy world and discovers his only skill is ""having free access to online supermarket"".",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMzcwMWZiY2QtMWU2My00YjBhLTgyMzQtMzFkNDk2ZDY0YTgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"1,912",tt24229160,series,1,True,,,,
Ranking of Kings: The Treasure Chest of Courage,2022–2023,TV-14,14 Apr 2023,N/A,"Animation, Action, Adventure",N/A,N/A,"Minami Hinata, Hitoshi Kubota, Takuya Eguchi",Spin-off series from Ranking of Kings (2021) that recount the side stories which took place in-between the main events of the original series.,Japanese,Japan,2 nominations,https://m.media-amazon.com/images/M/MV5BOGQ5Mjk0ZTEtNzc4Ni00NmQyLWExNGQtMjUyMDMzMzQxZDZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,473,tt27504251,series,1,True,,,,
The Elusive Samurai,2024–,N/A,06 Jul 2024,N/A,"Animation, Adventure, Comedy",N/A,Yûsei Matsui,"Asaki Yuikawa, Yûichi Nakamura, Satsumi Matsuda","After a massacre, Tokiyuki flees with loyal retainers including Suwa Yorishige, who predicts Tokiyuki will rule Japan. Their priority is escaping enemy territory.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZGFiNDNkMGQtZTdlZC00ZmNjLTkzNjQtZjM2ZDllZmRlNzc0XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,725,tt27187054,series,1,True,,,,
"Be Cool, Scooby-Doo!",2015–2018,TV-Y7-FV,05 Oct 2015,23 min,"Animation, Adventure, Comedy",N/A,"Joe Ruby, Ken Spears","Frank Welker, Grey Griffin, Kate Micucci","The Scooby gang continues to solve mysteries during what could be their last summer together, but monsters and ghouls get in the way of completing their adventures.",English,"United States, South Korea, China, Philippines",1 nomination,https://m.media-amazon.com/images/M/MV5BMzk0ZGQyMjgtYWU1OS00MjRlLThlOGQtYjI5NzA1ZGRjNWM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"2,979",tt4215734,series,2,True,,,,
Junji Ito Maniac: Japanese Tales of the Macabre,2023–,TV-MA,19 Jan 2023,N/A,"Animation, Drama, Horror",N/A,N/A,"Bill Millsap, Dorah Fine, Mike McFarland","From the mind of horror manga maestro Junji Ito comes a spine-tingling selection of some of his most bizarre, disturbing and terrifying tales.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOTZhMDZhNmItZTQwNS00NDZlLTgzYTEtNTkxY2EzZDIzZDg3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,"4,099",tt21856734,series,1,True,,,,
The Legend of Bruce Lee,2008,TV-14,21 Sep 2010,45 min,"Action, Biography, Drama",N/A,N/A,"Danny Kwok-Kwan Chan, Ted Duran, Mark Dacascos","The story of the legendary martial arts icon Bruce Lee following him from Hong Kong to America and back again, leading up to his tragic death at the age of 32.","Mandarin, English",China,N/A,https://m.media-amazon.com/images/M/MV5BMjA4MDc3MTQ3NV5BMl5BanBnXkFtZTcwNDU4MDc5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,599",tt1059455,series,1,True,,,,
War of the Worlds,2005,PG-13,29 Jun 2005,117 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Josh Friedman, David Koepp, H.G. Wells","Tom Cruise, Dakota Fanning, Tim Robbins",An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,English,"United States, Japan, North Korea",Nominated for 3 Oscars. 16 wins & 49 nominations total,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.5,"482,028",tt0407304,movie,,True,N/A,"$234,280,354",N/A,N/A
The Magnificent Century: Kosem,2015–2017,N/A,12 Nov 2015,120 min,"Drama, History, Romance",N/A,N/A,"Hakan Sahin, Sener Savas, Nurgül Yesilçay","Anastasia a young Greek woman in Ahmed I's harem takes on the name 'Kosem' (leader, pioneer). In a world of men, she rules of the Ottoman Empire through her sons and grandson.",Turkish,Turkey,2 wins,https://m.media-amazon.com/images/M/MV5BMjMyNTgzMjM4Nl5BMl5BanBnXkFtZTgwMjI1Mjk5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"4,174",tt4787028,series,2,True,,,,
Testament: The Story of Moses,2024,TV-14,27 Mar 2024,N/A,"Documentary, Biography, Drama",N/A,N/A,"Charles Dance, Clarke Peters, Avi Azulay","Explore the life of Moses, his journey from outcast and murderer to prophet and liberator of the Hebrews from Egyptian oppression.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMWY3MDk5YTYtZGI1YS00ZDg1LWE2ZWMtN2Q1YWJiZTk1NjE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"3,804",tt31589872,series,1,True,,,,
Krapopolis,2023–,TV-14,24 Sep 2023,N/A,"Animation, Comedy, Fantasy",N/A,Dan Harmon,"Richard Ayoade, Matt Berry, Pam Murphy","Follows a flawed family of humans, gods, and monsters that tries to run one of the world's first cities without killing each other.",English,United States,Nominated for 1 Primetime Emmy. 3 nominations total,https://m.media-amazon.com/images/M/MV5BZDIzZDgyN2UtOTVjYy00YzQ4LWFlYmItODY2ZDRkOTJhZGNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"2,885",tt14016574,series,2,True,,,,
Bosch: Legacy,2022–,TV-MA,06 May 2022,N/A,"Crime, Drama",N/A,"Tom Bernardo, Michael Connelly, Eric Ellis Overmyer","Titus Welliver, Mimi Rogers, Madison Lintz","Bosch embarks on the next chapter of his career and finds himself working with his one-time enemy, Honey Chandler.",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BYmIzNmVkZTMtODEzNS00ZDU2LWE1ZWEtMzUzNDkwNWY4MjkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"29,522",tt14168162,series,3,True,,,,
Doctor Stranger,2014,TV-14,05 May 2014,33S min,"Action, Drama, Romance",N/A,N/A,"Lee Jong-suk, Jin Se-yeon, Park Hae-joon","Park Hoon and his father were kidnapped by North Korea and he fell in love with Jae Hee, but lost contact.",Korean,South Korea,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BYjU4NDIxZjUtZDNkNC00ZTBlLTg0NzUtNjJlNjYzNjIwZGRmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"3,708",tt3693414,series,1,True,,,,
Lessons in Chemistry,2023,TV-MA,13 Oct 2023,N/A,Drama,N/A,Lee Eisenberg,"Brie Larson, Lewis Pullman, Aja Naomi King","Set in the 1950s, Elizabeth Zott's dream of being a chemist is put on hold when she finds herself pregnant, alone, and fired from her lab.",English,United States,Won 1 Primetime Emmy. 5 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BYTNiMjc3OTEtZDE2NC00ZmViLTk4ZWMtYTJjYTkzMGRjY2M4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"42,239",tt13911628,series,1,True,,,,
Gargantia on the Verdurous Planet,2013,TV-14,07 Apr 2013,N/A,"Animation, Adventure, Drama",N/A,"Kazuya Murata, Gen Urobuchi","Michelle Ruff, Janice Kawaye, Alan Lee","While fighting an intense inter-galactic war, a mecha pilot was accidentally warped into a space-time neither he nor the computer of his mecha could recognize. After waking up from a long-time hibernation, he found himself trapped...",Japanese,Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BMGVhZjg1M2MtYjgwZC00NTAwLWI1NTYtZDhkNDRkYzA5NWI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,869",tt2632044,series,1,True,,,,
Daddy Long Legs,1955,Approved,05 May 1955,126 min,"Musical, Romance",Jean Negulesco,"Phoebe Ephron, Henry Ephron, Jean Webster","Fred Astaire, Leslie Caron, Terry Moore","A wealthy American has a chance encounter with a joyful young French woman, and anonymously pays for her education. She writes letters to her mysterious benefactor, nicknaming him from the description given by some of her fellow o...","English, French",United States,Nominated for 3 Oscars. 4 nominations total,https://m.media-amazon.com/images/M/MV5BM2IyYWVkZGMtMjczMi00MDhiLWJmZjUtODhjYzUzZWUxMTFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"4,359",tt0047969,movie,,True,N/A,N/A,N/A,N/A
Takt Op. Destiny,2021,TV-14,06 Oct 2021,N/A,"Animation, Action, Adventure",N/A,N/A,"Kôki Uchiyama, Shion Wakayama, Emi Lo","In a world where aliens have invaded Earth and banned music, a group of fighter musicians use music as a weapon to maintain a resistance.",Japanese,Japan,8 nominations,https://m.media-amazon.com/images/M/MV5BMDQ3MTk5NjUtMzhjMC00NjFhLWEyZWMtNzU5M2JiZDJkYTcyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"2,180",tt14935960,series,1,True,,,,
Merlí,2015–2018,TV-MA,30 Nov 2016,58 min,"Comedy, Drama, Romance",N/A,Héctor Lozano,"Francesc Orella, Pere Ponce, Carlos Cuevas","Meet the renegade philosophy teacher who's not afraid to speak his mind and break the rules to revolutionize his students' lives, including the son he barely knows and a student with a severe social phobia.","Catalan, Spanish",Spain,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BOTcwNThkOGQtZTcyYS00N2RjLTkxNjYtZGZjMDBmMzUyZTMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"10,180",tt4580372,series,3,True,,,,
Firefly Lane,2021–2023,TV-MA,03 Feb 2021,N/A,"Drama, Romance",N/A,Maggie Friedman,"Katherine Heigl, Sarah Chalke, Ben Lawson",Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.,English,United States,7 wins & 22 nominations,https://m.media-amazon.com/images/M/MV5BZDY3OWExOWEtMjI1Mi00NzQzLWE5ZTktZDM2Nzc4MjU3NjcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"38,073",tt9012876,series,2,True,,,,
The Good Bad Mother,2023–,TV-MA,27 Apr 2023,N/A,"Comedy, Crime, Drama",N/A,N/A,"Ra Mi-ran, Lee Do-hyun, Ahn Eun-jin","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.",Korean,South Korea,4 nominations,https://m.media-amazon.com/images/M/MV5BYWMwNWNhYTItNzUyYi00Mzg3LTllMTQtMmEwYTRjYzNiOTRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"5,644",tt27042206,series,1,True,,,,
Space Force,2020–2022,TV-MA,29 May 2020,30 min,Comedy,N/A,"Steve Carell, Greg Daniels","Steve Carell, John Malkovich, Ben Schwartz",The people tasked with creating a sixth branch of the armed services: The Space Force.,English,"United States, Canada",Nominated for 4 Primetime Emmys. 9 nominations total,https://m.media-amazon.com/images/M/MV5BYzFiODc5Y2YtMDZlMS00ZTk4LWIzYTEtYzAyMjU2NmQ2MjQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"72,135",tt9612516,series,2,True,,,,
Drunk History,2013–2019,TV-14,09 Jul 2013,1 min,"Comedy, History",N/A,"Jeremy Konner, Derek Waters","Derek Waters, Bennie Arthur, Craig Cackowski",Historical reenactments by A-list talent are presented by inebriated storytellers.,English,United States,Won 1 Primetime Emmy. 3 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5MTEzNTY4MV5BMl5BanBnXkFtZTcwNjUzMTA3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"12,953",tt2712612,series,6,True,,,,
Rookie Historian Goo Hae-Ryung,2019,N/A,18 Jul 2019,35 min,"Comedy, Drama, History",N/A,N/A,"Shin Se-Kyung, Cha Eun-woo, Lee Ji-hoon","Set in 19th-century Korea, a female historian faces gender discrimination but perseveres. She gets entangled with Prince Lee Rim, blurring lines between duty and personal involvement.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYzYwY2I1NzktZGI2Zi00NDExLWFhNDYtYzc4MTMxNzMzYjRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"3,380",tt10406128,series,1,True,,,,
Fight for My Way,2017,N/A,21 May 2017,44S min,"Comedy, Romance",N/A,N/A,"Park Seo-joon, Kim Ji-won, Ahn Jae-hong","Ko Dong Man, a former taekwondo champion, and Choi Ae Ra, a receptionist, struggle to follow their dreams as life throws obstacles in their path.",Korean,South Korea,7 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BZjdiYWY3MzEtZDQzOS00MzkzLWE2NmQtNWYyYjg3ZmMyMTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"10,051",tt6824234,series,1,True,,,,
Blossoms Shanghai,2023–,N/A,27 Dec 2023,N/A,Drama,Kar Wai Wong,"Yucheng Jin (novel), Kar Wai Wong (screenplay)","Ge Hu, Yili Ma, Yan Tang","Against 1990s Shanghai's economic boom, opportunist A Bao journeys from troubled past to self-made millionaire.","Shanghainese, Mandarin","China, Hong Kong",38 wins & 21 nominations,https://m.media-amazon.com/images/M/MV5BOGM0ZDc4MDUtMzEyYi00NDg0LThkNmEtM2MyZGRkYjY1YjM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,810,tt3881914,series,N/A,True,,,,
Night Gallery,1969–1973,TV-PG,08 Nov 1969,50 min,"Drama, Fantasy, Horror",N/A,Rod Serling,"Rod Serling, Larry Watson, Joanna Pettet",Rod Serling presents tales of horror illustrated in various paintings.,English,United States,Nominated for 2 Primetime Emmys. 2 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNmEzNzhmZGUtNGNiMS00Y2Q4LWJkZGQtYzU3NDVjNjcxODkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"6,340",tt0065327,series,3,True,,,,
Panty & Stocking with Garterbelt,2010–2011,TV-MA,29 May 2012,23 min,"Animation, Action, Comedy",N/A,N/A,"Jamie Marchi, Arisa Ogasawara, Mariya Ise","Two Angels, Panty and Stocking, are kicked out of Heaven for bad behaviour and sent Ghost hunting by Garterbelt, a Priest of Daten City.","Japanese, English",Japan,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNmEyYWIwZjktOGNlNy00NjUzLTg5NjQtMDIzODBmZGNhZWMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"3,056",tt1727444,series,1,True,,,,
The Slave Hunters,2010,N/A,06 Jan 2010,N/A,"Action, Drama, History",N/A,N/A,"Jang Hyuk, Oh Ji-ho, Lee Da-hae","Dae-gil is the leader of a group of slave hunters that are hired to find a runaway slave named Tae-ha, who was once a great warrior.",Korean,South Korea,13 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BNjI5ZDlkNTItN2UyMi00MDcyLTlmOTMtMmM1ZjY0M2Q1MjIxXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"1,156",tt2980528,series,1,True,,,,
